Method:,Column 1,,
Host Date-Time:,21/4/16 @ 7:41:8,,
Header Version:,1,,
System Temp hundredths:,3537,,
Detector Temp hundredths:,3641,,
Humidity hundredths:,3698,,
Lamp PD:,3764,,
Shift Vector Coefficients:,-4.47974,0.0448891,-0.000109265,,
Pixel to Wavelength Coefficients:,1792.1,-0.928226,-0.000229463,,
Serial Number:,5490239,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.722897,0.950333,64701.000000,7254.000000
905.903443,0.892718,80807.000000,10345.000000
909.784033,0.819815,90252.000000,13666.000000
913.660493,0.803028,98832.000000,15555.000000
917.532823,0.784523,108214.000000,17773.000000
921.401023,0.791583,120081.000000,19404.000000
925.265092,0.802051,134618.000000,21235.000000
929.125031,0.800975,152080.000000,24049.000000
932.980840,0.815447,171754.000000,26270.000000
936.832518,0.806046,192235.000000,30046.000000
941.961664,0.794062,218303.000000,35075.000000
945.803705,0.783877,236285.000000,38865.000000
949.641615,0.763522,252581.000000,43539.000000
953.475395,0.753281,268843.000000,47448.000000
957.305045,0.742693,284409.000000,51434.000000
961.130565,0.738426,300415.000000,54865.000000
964.951954,0.737028,315812.000000,57863.000000
968.769213,0.738123,331706.000000,60622.000000
972.582341,0.738843,347597.000000,63421.000000
976.391340,0.740704,362603.000000,65876.000000
981.463579,0.744812,381663.000000,68686.000000
985.262940,0.749765,394207.000000,70139.000000
989.058170,0.750633,405268.000000,71963.000000
992.849270,0.752066,414919.000000,73434.000000
996.636240,0.754586,422744.000000,74386.000000
1000.419080,0.751082,429985.000000,76273.000000
1004.197789,0.753027,435731.000000,76947.000000
1007.972367,0.751666,439787.000000,77907.000000
1011.742816,0.748512,442999.000000,79048.000000
1016.763656,0.749040,446147.000000,79513.000000
1020.524467,0.749168,447570.000000,79743.000000
1024.281147,0.744521,448137.000000,80703.000000
1028.033698,0.743341,447447.000000,80798.000000
1031.782118,0.743584,447066.000000,80684.000000
1035.526408,0.741361,446139.000000,80930.000000
1039.266567,0.739746,445335.000000,81085.000000
1043.002596,0.737238,443993.000000,81309.000000
1046.734495,0.737078,441985.000000,80971.000000
1050.462263,0.733625,439703.000000,81196.000000
1055.426196,0.732899,438747.000000,81155.000000
1059.144327,0.730274,437920.000000,81493.000000
1062.858328,0.728354,436828.000000,81650.000000
1066.568198,0.726860,436218.000000,81817.000000
1070.273938,0.730335,437019.000000,81314.000000
1073.975548,0.727097,437923.000000,82092.000000
1077.673027,0.726121,438436.000000,82373.000000
1081.366376,0.726997,439593.000000,82424.000000
1085.055595,0.722862,441201.000000,83517.000000
1089.968128,0.724946,442941.000000,83445.000000
1093.647709,0.720918,445537.000000,84716.000000
1097.323160,0.721936,448116.000000,85007.000000
1100.994481,0.718323,449422.000000,85967.000000
1104.661671,0.718281,451109.000000,86298.000000
1108.324731,0.718669,453992.000000,86772.000000
1111.983661,0.717585,457203.000000,87604.000000
1115.638460,0.716513,459746.000000,88309.000000
1119.289129,0.714640,461686.000000,89065.000000
1124.150263,0.715031,463762.000000,89385.000000
1127.791294,0.716923,465594.000000,89348.000000
1131.428195,0.717272,467340.000000,89611.000000
1135.060966,0.719563,468769.000000,89412.000000
1138.689607,0.722408,470277.000000,89114.000000
1142.314117,0.728210,471885.000000,88232.000000
1145.934497,0.732505,474025.000000,87760.000000
1149.550746,0.741635,475849.000000,86265.000000
1153.162866,0.750153,477793.000000,84935.000000
1156.770855,0.762292,479500.000000,82889.000000
1161.575081,0.775357,482364.000000,80913.000000
1165.173433,0.790951,485131.000000,78507.000000
1168.767654,0.801454,488511.000000,77165.000000
1172.357745,0.813275,491250.000000,75514.000000
1175.943705,0.823222,494537.000000,74298.000000
1179.525536,0.834579,498615.000000,72977.000000
1183.103235,0.844176,504468.000000,72220.000000
1186.676805,0.856072,510422.000000,71098.000000
1190.246244,0.867926,516637.000000,70026.000000
1194.999071,0.887357,526142.000000,68194.000000
1198.558873,0.896794,533671.000000,67683.000000
1202.114544,0.908157,540939.000000,66833.000000
1205.666086,0.915647,548916.000000,66659.000000
1209.213496,0.922360,558110.000000,66736.000000
1212.756777,0.926301,566953.000000,67181.000000
1216.295927,0.931151,575650.000000,67454.000000
1219.830947,0.929136,584869.000000,68853.000000
1223.361836,0.923708,595021.000000,70929.000000
1226.888595,0.914461,604954.000000,73665.000000
1231.584516,0.896725,617050.000000,78270.000000
1235.101637,0.880861,626559.000000,82433.000000
1238.614629,0.869302,636932.000000,86058.000000
1242.123490,0.857373,647247.000000,89887.000000
1245.628220,0.851423,655372.000000,92271.000000
1249.128821,0.842557,664642.000000,95506.000000
1252.625291,0.839536,674555.000000,97607.000000
1256.117630,0.832039,684692.000000,100799.000000
1259.605840,0.829360,692978.000000,102650.000000
1264.250361,0.825258,706063.000000,105581.000000
1267.728933,0.825104,716021.000000,107108.000000
1271.203374,0.821719,725552.000000,109383.000000
1274.673686,0.819866,734127.000000,111149.000000
1278.139867,0.817191,742906.000000,113173.000000
1281.601917,0.815874,750480.000000,114674.000000
1285.059838,0.813115,757621.000000,116503.000000
1288.513627,0.809675,764167.000000,118444.000000
1291.963287,0.808349,771928.000000,120013.000000
1296.556408,0.803970,779372.000000,122398.000000
1299.996431,0.803667,783046.000000,123061.000000
1303.432322,0.800482,787236.000000,124630.000000
1306.864084,0.798050,792393.000000,126151.000000
1310.291715,0.797561,796376.000000,126928.000000
1313.715216,0.795765,798307.000000,127763.000000
1317.134587,0.795179,801175.000000,128395.000000
1320.549827,0.796679,804861.000000,128541.000000
1323.960937,0.798030,807833.000000,128615.000000
1327.367917,0.798885,809608.000000,128644.000000
1331.904131,0.800919,811327.000000,128315.000000
1335.301473,0.804545,812775.000000,127475.000000
1338.694685,0.810076,813544.000000,125981.000000
1342.083767,0.814109,812602.000000,124672.000000
1345.468718,0.821781,811826.000000,122372.000000
1348.849539,0.828354,811585.000000,120498.000000
1352.226229,0.836890,810158.000000,117945.000000
1355.598789,0.846851,807876.000000,114946.000000
1358.967219,0.859550,805252.000000,111271.000000
1363.452034,0.874800,804229.000000,107295.000000
1366.810826,0.885756,803029.000000,104466.000000
1370.165488,0.896986,801212.000000,101569.000000
1373.516020,0.905728,799981.000000,99392.000000
1376.862422,0.917730,798624.000000,96519.000000
1380.204693,0.924866,795747.000000,94604.000000
1383.542834,0.934567,792504.000000,92137.000000
1386.876844,0.943449,790222.000000,90012.000000
1390.206724,0.952733,788607.000000,87928.000000
1393.532474,0.962246,785518.000000,85686.000000
1397.960382,0.974413,779920.000000,82725.000000
1401.276494,0.984441,776342.000000,80466.000000
1404.588477,0.997031,773563.000000,77887.000000
1407.896328,1.012666,769684.000000,74756.000000
1411.200050,1.026370,765635.000000,72053.000000
1414.499641,1.047952,762767.000000,68303.000000
1417.795101,1.070795,760810.000000,64637.000000
1421.086432,1.095162,758503.000000,60925.000000
1424.373632,1.120975,755935.000000,57215.000000
1428.750140,1.155205,753840.000000,52732.000000
1432.027703,1.180719,752941.000000,49664.000000
1435.301135,1.214173,751451.000000,45891.000000
1438.570437,1.229946,750582.000000,44203.000000
1441.835609,1.244503,749740.000000,42698.000000
1445.096650,1.262597,748245.000000,40874.000000
1448.353561,1.277518,747231.000000,39440.000000
1451.606342,1.284332,746115.000000,38768.000000
1454.854992,1.288526,743794.000000,38276.000000
1459.180101,1.299001,741747.000000,37261.000000
1462.419114,1.301759,739561.000000,36916.000000
1465.653997,1.308498,736862.000000,36215.000000
1468.884749,1.305465,734038.000000,36329.000000
1472.111371,1.308634,730885.000000,35910.000000
1475.333862,1.307571,727271.000000,35820.000000
1478.552224,1.310220,723938.000000,35439.000000
1481.766455,1.312207,721040.000000,35136.000000
1484.976555,1.308713,717684.000000,35255.000000
1488.182525,1.309239,713601.000000,35012.000000
1492.450728,1.303218,708541.000000,35249.000000
1495.647060,1.302717,704632.000000,35095.000000
1498.839263,1.301112,700712.000000,35029.000000
1502.027335,1.301746,695967.000000,34741.000000
1505.211277,1.299874,691038.000000,34644.000000
1508.391088,1.289617,686052.000000,35216.000000
1511.566770,1.295539,680877.000000,34477.000000
1514.738321,1.286815,675427.000000,34895.000000
1517.905741,1.288316,670152.000000,34503.000000
1522.122544,1.282461,662097.000000,34551.000000
1525.280327,1.280991,656403.000000,34370.000000
1528.433979,1.278591,650810.000000,34266.000000
1531.583502,1.276101,644842.000000,34147.000000
1534.728894,1.273481,638224.000000,34001.000000
1537.870156,1.272068,631155.000000,33734.000000
1541.007287,1.274847,625001.000000,33192.000000
1544.140289,1.263092,618097.000000,33726.000000
1547.269159,1.268004,610689.000000,32947.000000
1550.393900,1.269324,602954.000000,32431.000000
1554.553796,1.261461,592300.000000,32440.000000
1557.668899,1.262981,584592.000000,31906.000000
1560.779871,1.265114,576368.000000,31303.000000
1563.886714,1.265394,568025.000000,30830.000000
1566.989426,1.265226,559352.000000,30371.000000
1570.088008,1.268711,550305.000000,29641.000000
1573.182459,1.255399,541598.000000,30080.000000
1576.272780,1.262985,532727.000000,29075.000000
1579.358971,1.265158,523890.000000,28450.000000
1583.467467,1.261521,510646.000000,27964.000000
1586.544020,1.257636,501212.000000,27694.000000
1589.616443,1.257726,492392.000000,27201.000000
1592.684736,1.254905,482586.000000,26833.000000
1595.748898,1.245251,472996.000000,26891.000000
1598.808930,1.244961,462978.000000,26339.000000
1601.864832,1.244928,453381.000000,25795.000000
1604.916603,1.234925,443779.000000,25837.000000
1607.964244,1.234004,433789.000000,25309.000000
1612.021341,1.222279,420216.000000,25188.000000
1615.059344,1.216903,409971.000000,24880.000000
1618.093218,1.212074,400631.000000,24585.000000
1621.122961,1.208549,390490.000000,24158.000000
1624.148573,1.196527,380379.000000,24193.000000
1627.170055,1.197373,370204.000000,23500.000000
1630.187407,1.189226,360433.000000,23313.000000
1633.200629,1.188656,350418.000000,22695.000000
1636.209720,1.181102,340597.000000,22446.000000
1639.214681,1.177277,330782.000000,21992.000000
1643.214871,1.174942,317788.000000,21242.000000
1646.210195,1.173442,307687.000000,20638.000000
1649.201388,1.156711,297078.000000,20709.000000
1652.188451,1.156849,287199.000000,20014.000000
1655.171383,1.160827,276866.000000,19118.000000
1658.150185,1.155478,265166.000000,18537.000000
1661.124857,1.143363,252362.000000,18141.000000
1664.095399,1.132154,238503.000000,17593.000000
1667.061810,1.150328,222332.000000,15728.000000
1671.010600,1.108838,197141.000000,15344.000000
1673.967374,1.088677,175847.000000,14337.000000
1676.920017,1.074249,154167.000000,12994.000000
1679.868531,1.051867,132946.000000,11798.000000
1682.812913,1.032507,113053.000000,10490.000000
1685.753166,1.045295,95698.000000,8622.000000
1688.689288,1.038286,80645.000000,7384.000000
1691.621280,1.050752,68011.000000,6051.000000
1694.549141,1.086128,57785.000000,4739.000000
1697.472873,1.051857,49231.000000,4369.000000
1701.364756,1.168795,40194.000000,2725.000000
