Method:,Column 1,,
Host Date-Time:,21/4/16 @ 7:28:32,,
Header Version:,1,,
System Temp hundredths:,3525,,
Detector Temp hundredths:,3586,,
Humidity hundredths:,3785,,
Lamp PD:,3764,,
Shift Vector Coefficients:,-4.47974,0.0448891,-0.000109265,,
Pixel to Wavelength Coefficients:,1792.1,-0.928226,-0.000229463,,
Serial Number:,5490239,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.722897,0.481676,64701.000000,21342.000000
905.903443,0.396127,80807.000000,32458.000000
909.784033,0.349678,90252.000000,40344.000000
913.660493,0.324114,98832.000000,46858.000000
917.532823,0.317087,108214.000000,52143.000000
921.401023,0.314320,120081.000000,58231.000000
925.265092,0.323725,134618.000000,63882.000000
929.125031,0.331518,152080.000000,70885.000000
932.980840,0.331849,171754.000000,79994.000000
936.832518,0.328703,192235.000000,90184.000000
941.961664,0.315050,218303.000000,105684.000000
945.803705,0.299791,236285.000000,118480.000000
949.641615,0.289745,252581.000000,129615.000000
953.475395,0.278963,268843.000000,141428.000000
957.305045,0.270924,284409.000000,152412.000000
961.130565,0.265622,300415.000000,162967.000000
964.951954,0.262650,315812.000000,172496.000000
968.769213,0.259969,331706.000000,182299.000000
972.582341,0.260352,347597.000000,190864.000000
976.391340,0.259539,362603.000000,199477.000000
981.463579,0.259964,381663.000000,209757.000000
985.262940,0.260242,394207.000000,216512.000000
989.058170,0.259732,405268.000000,222849.000000
992.849270,0.259011,414919.000000,228535.000000
996.636240,0.257714,422744.000000,233541.000000
1000.419080,0.256605,429985.000000,238149.000000
1004.197789,0.255351,435731.000000,242029.000000
1007.972367,0.253867,439787.000000,245118.000000
1011.742816,0.252154,442999.000000,247884.000000
1016.763656,0.250052,446147.000000,250857.000000
1020.524467,0.249655,447570.000000,251887.000000
1024.281147,0.248754,448137.000000,252730.000000
1028.033698,0.247467,447447.000000,253090.000000
1031.782118,0.246544,447066.000000,253412.000000
1035.526408,0.245297,446139.000000,253614.000000
1039.266567,0.245045,445335.000000,253304.000000
1043.002596,0.243851,443993.000000,253236.000000
1046.734495,0.243182,441985.000000,252479.000000
1050.462263,0.242811,439703.000000,251390.000000
1055.426196,0.242944,438747.000000,250767.000000
1059.144327,0.242433,437920.000000,250589.000000
1062.858328,0.242934,436828.000000,249676.000000
1066.568198,0.242830,436218.000000,249387.000000
1070.273938,0.243016,437019.000000,249738.000000
1073.975548,0.243760,437923.000000,249826.000000
1077.673027,0.243744,438436.000000,250128.000000
1081.366376,0.244106,439593.000000,250579.000000
1085.055595,0.244473,441201.000000,251283.000000
1089.968128,0.244489,442941.000000,252265.000000
1093.647709,0.243806,445537.000000,254143.000000
1097.323160,0.243959,448116.000000,255524.000000
1100.994481,0.245126,449422.000000,255581.000000
1104.661671,0.243594,451109.000000,257447.000000
1108.324731,0.243725,453992.000000,259014.000000
1111.983661,0.243096,457203.000000,261224.000000
1115.638460,0.242836,459746.000000,262834.000000
1119.289129,0.243177,461686.000000,263736.000000
1124.150263,0.242725,463762.000000,265198.000000
1127.791294,0.242473,465594.000000,266400.000000
1131.428195,0.243177,467340.000000,266966.000000
1135.060966,0.243815,468769.000000,267389.000000
1138.689607,0.245228,470277.000000,267378.000000
1142.314117,0.247628,471885.000000,266814.000000
1145.934497,0.250463,474025.000000,266280.000000
1149.550746,0.254687,475849.000000,264717.000000
1153.162866,0.259476,477793.000000,262884.000000
1156.770855,0.264438,479500.000000,260826.000000
1161.575081,0.271890,482364.000000,257920.000000
1165.173433,0.277365,485131.000000,256150.000000
1168.767654,0.284006,488511.000000,254020.000000
1172.357745,0.289866,491250.000000,252021.000000
1175.943705,0.295882,494537.000000,250217.000000
