Method:,Column 1,,
Host Date-Time:,21/4/16 @ 7:20:49,,
Header Version:,1,,
System Temp hundredths:,3531,,
Detector Temp hundredths:,3595,,
Humidity hundredths:,3776,,
Lamp PD:,3764,,
Shift Vector Coefficients:,-4.47974,0.0448891,-0.000109265,,
Pixel to Wavelength Coefficients:,1792.1,-0.928226,-0.000229463,,
Serial Number:,5490239,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.722897,0.828821,64701.000000,9596.000000
905.903443,0.751991,80807.000000,14304.000000
909.784033,0.716884,90252.000000,17321.000000
913.660493,0.681516,98832.000000,20577.000000
917.532823,0.661740,108214.000000,23580.000000
921.401023,0.672560,120081.000000,25522.000000
925.265092,0.678685,134618.000000,28211.000000
929.125031,0.685696,152080.000000,31360.000000
932.980840,0.690008,171754.000000,35067.000000
936.832518,0.688799,192235.000000,39358.000000
941.961664,0.675368,218303.000000,46099.000000
945.803705,0.662372,236285.000000,51412.000000
949.641615,0.651191,252581.000000,56391.000000
953.475395,0.645310,268843.000000,60840.000000
957.305045,0.638332,284409.000000,65405.000000
961.130565,0.634576,300415.000000,69686.000000
964.951954,0.633094,315812.000000,73508.000000
968.769213,0.633767,331706.000000,77088.000000
972.582341,0.632591,347597.000000,81000.000000
976.391340,0.630969,362603.000000,84813.000000
981.463579,0.637113,381663.000000,88017.000000
985.262940,0.634284,394207.000000,91504.000000
989.058170,0.635947,405268.000000,93712.000000
992.849270,0.636426,414919.000000,95838.000000
996.636240,0.634041,422744.000000,98183.000000
1000.419080,0.634010,429985.000000,99872.000000
1004.197789,0.631466,435731.000000,101801.000000
1007.972367,0.629815,439787.000000,103140.000000
1011.742816,0.629770,442999.000000,103904.000000
1016.763656,0.626852,446147.000000,105348.000000
1020.524467,0.625703,447570.000000,105964.000000
1024.281147,0.626548,448137.000000,105892.000000
1028.033698,0.623412,447447.000000,106495.000000
1031.782118,0.624419,447066.000000,106158.000000
1035.526408,0.620875,446139.000000,106806.000000
1039.266567,0.620469,445335.000000,106713.000000
1043.002596,0.620671,443993.000000,106342.000000
1046.734495,0.619218,441985.000000,106216.000000
1050.462263,0.617395,439703.000000,106112.000000
1055.426196,0.617885,438747.000000,105762.000000
1059.144327,0.617057,437920.000000,105764.000000
1062.858328,0.617692,436828.000000,105346.000000
1066.568198,0.617973,436218.000000,105131.000000
1070.273938,0.618877,437019.000000,105105.000000
1073.975548,0.617734,437923.000000,105600.000000
1077.673027,0.618152,438436.000000,105622.000000
1081.366376,0.619218,439593.000000,105641.000000
1085.055595,0.619519,441201.000000,105954.000000
1089.968128,0.620320,442941.000000,106176.000000
1093.647709,0.618819,445537.000000,107168.000000
1097.323160,0.619639,448116.000000,107585.000000
1100.994481,0.619951,449422.000000,107821.000000
1104.661671,0.619617,451109.000000,108309.000000
1108.324731,0.619586,453992.000000,109009.000000
1111.983661,0.619147,457203.000000,109891.000000
1115.638460,0.618881,459746.000000,110570.000000
1119.289129,0.619776,461686.000000,110808.000000
1124.150263,0.619585,463762.000000,111355.000000
1127.791294,0.620071,465594.000000,111670.000000
1131.428195,0.621079,467340.000000,111829.000000
1135.060966,0.620003,468769.000000,112449.000000
1138.689607,0.622179,470277.000000,112247.000000
1142.314117,0.625084,471885.000000,111880.000000
1145.934497,0.625394,474025.000000,112307.000000
1149.550746,0.626861,475849.000000,112359.000000
1153.162866,0.630507,477793.000000,111875.000000
1156.770855,0.631474,479500.000000,112025.000000
1161.575081,0.634002,482364.000000,112040.000000
1165.173433,0.637514,485131.000000,111775.000000
1168.767654,0.640716,488511.000000,111727.000000
1172.357745,0.645342,491250.000000,111163.000000
1175.943705,0.645101,494537.000000,111969.000000
1179.525536,0.651091,498615.000000,111346.000000
1183.103235,0.653670,504468.000000,111986.000000
1186.676805,0.661138,510422.000000,111376.000000
1190.246244,0.664627,516637.000000,111830.000000
1194.999071,0.668474,526142.000000,112883.000000
1198.558873,0.672745,533671.000000,113378.000000
1202.114544,0.674996,540939.000000,114328.000000
1205.666086,0.678589,548916.000000,115058.000000
1209.213496,0.680909,558110.000000,116362.000000
1212.756777,0.681525,566953.000000,118038.000000
1216.295927,0.683347,575650.000000,119347.000000
1219.830947,0.681875,584869.000000,121670.000000
1223.361836,0.678931,595021.000000,124624.000000
1226.888595,0.677290,604954.000000,127184.000000
1231.584516,0.674065,617050.000000,130694.000000
1235.101637,0.672233,626559.000000,133269.000000
1238.614629,0.669779,636932.000000,136243.000000
1242.123490,0.667406,647247.000000,139208.000000
1245.628220,0.664913,655372.000000,141767.000000
1249.128821,0.663376,664642.000000,144282.000000
1252.625291,0.662611,674555.000000,146692.000000
1256.117630,0.661724,684692.000000,149201.000000
1259.605840,0.660330,692978.000000,151492.000000
1264.250361,0.660351,706063.000000,154345.000000
1267.728933,0.660595,716021.000000,156434.000000
1271.203374,0.659788,725552.000000,158811.000000
1274.673686,0.659258,734127.000000,160884.000000
1278.139867,0.660008,742906.000000,162527.000000
1281.601917,0.658205,750480.000000,164867.000000
1285.059838,0.657683,757621.000000,166636.000000
1288.513627,0.656367,764167.000000,168586.000000
1291.963287,0.654936,771928.000000,170860.000000
1296.556408,0.654221,779372.000000,172792.000000
1299.996431,0.652228,783046.000000,174405.000000
1303.432322,0.652063,787236.000000,175405.000000
1306.864084,0.652609,792393.000000,176332.000000
1310.291715,0.651072,796376.000000,177847.000000
1313.715216,0.650126,798307.000000,178667.000000
1317.134587,0.650889,801175.000000,178994.000000
1320.549827,0.651071,804861.000000,179742.000000
1323.960937,0.650779,807833.000000,180527.000000
1327.367917,0.650752,809608.000000,180935.000000
1331.904131,0.652687,811327.000000,180513.000000
1335.301473,0.653274,812775.000000,180591.000000
1338.694685,0.655294,813544.000000,179923.000000
1342.083767,0.657496,812602.000000,178806.000000
1345.468718,0.660091,811826.000000,177571.000000
1348.849539,0.662963,811585.000000,176348.000000
1352.226229,0.665780,810158.000000,174900.000000
1355.598789,0.668767,807876.000000,173212.000000
1358.967219,0.673576,805252.000000,170748.000000
1363.452034,0.680016,804229.000000,168021.000000
1366.810826,0.685529,803029.000000,165654.000000
1370.165488,0.690211,801212.000000,163507.000000
1373.516020,0.694442,799981.000000,161673.000000
1376.862422,0.697599,798624.000000,160230.000000
1380.204693,0.700012,795747.000000,158768.000000
1383.542834,0.702292,792504.000000,157293.000000
