Method:,Column 1,,
Host Date-Time:,21/4/16 @ 7:25:9,,
Header Version:,1,,
System Temp hundredths:,3534,,
Detector Temp hundredths:,3608,,
Humidity hundredths:,3757,,
Lamp PD:,3764,,
Shift Vector Coefficients:,-4.47974,0.0448891,-0.000109265,,
Pixel to Wavelength Coefficients:,1792.1,-0.928226,-0.000229463,,
Serial Number:,5490239,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.722897,0.429002,64701.000000,24094.000000
905.903443,0.357478,80807.000000,35479.000000
909.784033,0.312547,90252.000000,43945.000000
913.660493,0.282930,98832.000000,51519.000000
917.532823,0.273078,108214.000000,57704.000000
921.401023,0.275533,120081.000000,63671.000000
925.265092,0.282105,134618.000000,70307.000000
929.125031,0.290602,152080.000000,77888.000000
932.980840,0.295807,171754.000000,86916.000000
936.832518,0.292447,192235.000000,98036.000000
941.961664,0.280231,218303.000000,114506.000000
945.803705,0.266912,236285.000000,127798.000000
949.641615,0.255120,252581.000000,140372.000000
953.475395,0.246434,268843.000000,152428.000000
957.305045,0.238166,284409.000000,164353.000000
961.130565,0.234485,300415.000000,175080.000000
964.951954,0.231352,315812.000000,185386.000000
968.769213,0.230320,331706.000000,195179.000000
972.582341,0.228484,347597.000000,205396.000000
976.391340,0.228454,362603.000000,214278.000000
981.463579,0.228404,381663.000000,225567.000000
985.262940,0.227415,394207.000000,233512.000000
989.058170,0.226882,405268.000000,240359.000000
992.849270,0.225803,414919.000000,246695.000000
996.636240,0.224172,422744.000000,252293.000000
1000.419080,0.223258,429985.000000,257155.000000
1004.197789,0.222114,435731.000000,261279.000000
1007.972367,0.220960,439787.000000,264413.000000
1011.742816,0.219058,442999.000000,267513.000000
1016.763656,0.217161,446147.000000,270593.000000
1020.524467,0.216241,447570.000000,272032.000000
1024.281147,0.215102,448137.000000,273092.000000
1028.033698,0.214431,447447.000000,273093.000000
1031.782118,0.214074,447066.000000,273085.000000
1035.526408,0.213736,446139.000000,272731.000000
1039.266567,0.212564,445335.000000,272975.000000
1043.002596,0.211400,443993.000000,272883.000000
1046.734495,0.211830,441985.000000,271380.000000
1050.462263,0.210698,439703.000000,270683.000000
1055.426196,0.211106,438747.000000,269841.000000
1059.144327,0.211743,437920.000000,268938.000000
1062.858328,0.212027,436828.000000,268092.000000
1066.568198,0.212010,436218.000000,267728.000000
1070.273938,0.213183,437019.000000,267496.000000
1073.975548,0.213654,437923.000000,267759.000000
1077.673027,0.213741,438436.000000,268019.000000
1081.366376,0.214841,439593.000000,268046.000000
1085.055595,0.215340,441201.000000,268718.000000
1089.968128,0.215191,442941.000000,269870.000000
1093.647709,0.215098,445537.000000,271510.000000
1097.323160,0.214535,448116.000000,273436.000000
1100.994481,0.215157,449422.000000,273840.000000
1104.661671,0.214837,451109.000000,275071.000000
1108.324731,0.214383,453992.000000,277118.000000
