Method:,Column 1,,
Host Date-Time:,21/4/16 @ 7:13:24,,
Header Version:,1,,
System Temp hundredths:,3496,,
Detector Temp hundredths:,3525,,
Humidity hundredths:,3896,,
Lamp PD:,3766,,
Shift Vector Coefficients:,-4.47974,0.0448891,-0.000109265,,
Pixel to Wavelength Coefficients:,1792.1,-0.928226,-0.000229463,,
Serial Number:,5490239,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.722897,0.679485,64701.000000,13534.000000
905.903443,0.602227,80807.000000,20194.000000
909.784033,0.558839,90252.000000,24924.000000
913.660493,0.528831,98832.000000,29246.000000
917.532823,0.521919,108214.000000,32536.000000
921.401023,0.527110,120081.000000,35675.000000
925.265092,0.526208,134618.000000,40077.000000
929.125031,0.532377,152080.000000,44637.000000
932.980840,0.537189,171754.000000,49856.000000
936.832518,0.526702,192235.000000,57165.000000
941.961664,0.513290,218303.000000,66953.000000
945.803705,0.498978,236285.000000,74896.000000
949.641615,0.486811,252581.000000,82336.000000
953.475395,0.477501,268843.000000,89536.000000
957.305045,0.470967,284409.000000,96156.000000
961.130565,0.465809,300415.000000,102781.000000
964.951954,0.461122,315812.000000,109221.000000
968.769213,0.458999,331706.000000,115280.000000
972.582341,0.458194,347597.000000,121027.000000
976.391340,0.456408,362603.000000,126772.000000
981.463579,0.454984,381663.000000,133874.000000
985.262940,0.453185,394207.000000,138848.000000
989.058170,0.452282,405268.000000,143041.000000
992.849270,0.451039,414919.000000,146867.000000
996.636240,0.449769,422744.000000,150075.000000
1000.419080,0.447472,429985.000000,153455.000000
1004.197789,0.447078,435731.000000,155647.000000
1007.972367,0.445807,439787.000000,157556.000000
1011.742816,0.443786,442999.000000,159447.000000
1016.763656,0.441445,446147.000000,161448.000000
1020.524467,0.440735,447570.000000,162228.000000
1024.281147,0.439519,448137.000000,162889.000000
1028.033698,0.438093,447447.000000,163173.000000
1031.782118,0.437891,447066.000000,163110.000000
1035.526408,0.437613,446139.000000,162876.000000
1039.266567,0.436934,445335.000000,162837.000000
1043.002596,0.436419,443993.000000,162539.000000
1046.734495,0.435925,441985.000000,161988.000000
1050.462263,0.436768,439703.000000,160839.000000
1055.426196,0.436620,438747.000000,160544.000000
1059.144327,0.436491,437920.000000,160289.000000
1062.858328,0.439635,436828.000000,158736.000000
1066.568198,0.439916,436218.000000,158412.000000
1070.273938,0.439948,437019.000000,158691.000000
1073.975548,0.440815,437923.000000,158702.000000
1077.673027,0.441751,438436.000000,158546.000000
1081.366376,0.442693,439593.000000,158620.000000
1085.055595,0.444717,441201.000000,158460.000000
1089.968128,0.445244,442941.000000,158892.000000
1093.647709,0.445353,445537.000000,159783.000000
1097.323160,0.445504,448116.000000,160652.000000
1100.994481,0.445071,449422.000000,161281.000000
1104.661671,0.445276,451109.000000,161810.000000
1108.324731,0.445773,453992.000000,162658.000000
1111.983661,0.444916,457203.000000,164132.000000
1115.638460,0.445052,459746.000000,164993.000000
1119.289129,0.446134,461686.000000,165277.000000
1124.150263,0.444910,463762.000000,166489.000000
1127.791294,0.445049,465594.000000,167093.000000
1131.428195,0.445548,467340.000000,167527.000000
1135.060966,0.444846,468769.000000,168311.000000
1138.689607,0.446566,470277.000000,168185.000000
1142.314117,0.448181,471885.000000,168134.000000
1145.934497,0.448154,474025.000000,168907.000000
1149.550746,0.451112,475849.000000,168406.000000
1153.162866,0.452310,477793.000000,168628.000000
1156.770855,0.454302,479500.000000,168456.000000
1161.575081,0.456852,482364.000000,168470.000000
1165.173433,0.460640,485131.000000,167965.000000
1168.767654,0.462932,488511.000000,168245.000000
1172.357745,0.466079,491250.000000,167967.000000
1175.943705,0.468626,494537.000000,168102.000000
1179.525536,0.471681,498615.000000,168300.000000
1183.103235,0.476033,504468.000000,168578.000000
1186.676805,0.479701,510422.000000,169133.000000
1190.246244,0.483368,516637.000000,169753.000000
1194.999071,0.489185,526142.000000,170576.000000
1198.558873,0.492564,533671.000000,171676.000000
1202.114544,0.494653,540939.000000,173179.000000
1205.666086,0.497489,548916.000000,174589.000000
1209.213496,0.499439,558110.000000,176718.000000
1212.756777,0.500638,566953.000000,179023.000000
1216.295927,0.500675,575650.000000,181754.000000
1219.830947,0.499718,584869.000000,185072.000000
1223.361836,0.497343,595021.000000,189317.000000
1226.888595,0.494887,604954.000000,193569.000000
1231.584516,0.491173,617050.000000,199135.000000
1235.101637,0.488709,626559.000000,203354.000000
1238.614629,0.485775,636932.000000,208122.000000
1242.123490,0.484012,647247.000000,212353.000000
1245.628220,0.482054,655372.000000,215990.000000
1249.128821,0.479909,664642.000000,220130.000000
1252.625291,0.478721,674555.000000,224025.000000
1256.117630,0.477945,684692.000000,227798.000000
1259.605840,0.476893,692978.000000,231114.000000
1264.250361,0.476932,706063.000000,235457.000000
1267.728933,0.476117,716021.000000,239226.000000
1271.203374,0.476455,725552.000000,242222.000000
1274.673686,0.475129,734127.000000,245834.000000
1278.139867,0.474686,742906.000000,249028.000000
1281.601917,0.474616,750480.000000,251607.000000
1285.059838,0.473674,757621.000000,254553.000000
1288.513627,0.472635,764167.000000,257367.000000
1291.963287,0.471859,771928.000000,260446.000000
1296.556408,0.470687,779372.000000,263668.000000
1299.996431,0.469067,783046.000000,265901.000000
1303.432322,0.468528,787236.000000,267656.000000
1306.864084,0.468074,792393.000000,269691.000000
1310.291715,0.467414,796376.000000,271459.000000
1313.715216,0.467207,798307.000000,272247.000000
1317.134587,0.467708,801175.000000,272910.000000
1320.549827,0.467196,804861.000000,274489.000000
1323.960937,0.466811,807833.000000,275747.000000
1327.367917,0.467778,809608.000000,275738.000000
1331.904131,0.468024,811327.000000,276167.000000
1335.301473,0.469286,812775.000000,275857.000000
1338.694685,0.469990,813544.000000,275671.000000
1342.083767,0.470315,812602.000000,275146.000000
1345.468718,0.473175,811826.000000,273079.000000
1348.849539,0.474207,811585.000000,272350.000000
1352.226229,0.476888,810158.000000,270198.000000
1355.598789,0.480211,807876.000000,267383.000000
1358.967219,0.483700,805252.000000,264382.000000
1363.452034,0.488658,804229.000000,261049.000000
1366.810826,0.492481,803029.000000,258375.000000
1370.165488,0.495602,801212.000000,255944.000000
1373.516020,0.498600,799981.000000,253793.000000
1376.862422,0.501121,798624.000000,251896.000000
1380.204693,0.503863,795747.000000,249409.000000
1383.542834,0.505951,792504.000000,247201.000000
1386.876844,0.508046,790222.000000,245303.000000
1390.206724,0.511458,788607.000000,242886.000000
1393.532474,0.514713,785518.000000,240128.000000
1397.960382,0.518395,779920.000000,236404.000000
1401.276494,0.523201,776342.000000,232730.000000
1404.588477,0.528507,773563.000000,229081.000000
1407.896328,0.536831,769684.000000,223605.000000
1411.200050,0.545119,765635.000000,218224.000000
1414.499641,0.556310,762767.000000,211876.000000
1417.795101,0.570664,760810.000000,204462.000000
1421.086432,0.586020,758503.000000,196760.000000
1424.373632,0.603560,755935.000000,188332.000000
1428.750140,0.630229,753840.000000,176624.000000
1432.027703,0.648130,752941.000000,169290.000000
1435.301135,0.667019,751451.000000,161764.000000
1438.570437,0.684294,750582.000000,155276.000000
1441.835609,0.699266,749740.000000,149846.000000
1445.096650,0.712993,748245.000000,144894.000000
1448.353561,0.724026,747231.000000,141068.000000
1451.606342,0.732122,746115.000000,138256.000000
1454.854992,0.739539,743794.000000,135492.000000
1459.180101,0.745328,741747.000000,133330.000000
1462.419114,0.749032,739561.000000,131808.000000
1465.653997,0.750815,736862.000000,130789.000000
1468.884749,0.754100,734038.000000,129306.000000
1472.111371,0.752513,730885.000000,129222.000000
1475.333862,0.753707,727271.000000,128230.000000
1478.552224,0.754443,723938.000000,127426.000000
1481.766455,0.752722,721040.000000,127420.000000
1484.976555,0.751422,717684.000000,127207.000000
1488.182525,0.751420,713601.000000,126484.000000
1492.450728,0.747794,708541.000000,126640.000000
1495.647060,0.746504,704632.000000,126316.000000
1498.839263,0.744112,700712.000000,126307.000000
1502.027335,0.741295,695967.000000,126268.000000
1505.211277,0.739187,691038.000000,125984.000000
1508.391088,0.735518,686052.000000,126136.000000
1511.566770,0.732161,680877.000000,126156.000000
