Method:,Column 1,,
Host Date-Time:,21/4/16 @ 7:43:25,,
Header Version:,1,,
System Temp hundredths:,3555,,
Detector Temp hundredths:,3621,,
Humidity hundredths:,3703,,
Lamp PD:,3764,,
Shift Vector Coefficients:,-4.47974,0.0448891,-0.000109265,,
Pixel to Wavelength Coefficients:,1792.1,-0.928226,-0.000229463,,
Serial Number:,5490239,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.722897,1.005342,64701.000000,6391.000000
905.903443,0.933075,80807.000000,9427.000000
909.784033,0.894193,90252.000000,11515.000000
913.660493,0.858526,98832.000000,13689.000000
917.532823,0.847384,108214.000000,15378.000000
921.401023,0.846707,120081.000000,17091.000000
925.265092,0.865018,134618.000000,18369.000000
929.125031,0.860826,152080.000000,20953.000000
932.980840,0.868316,171754.000000,23259.000000
936.832518,0.869779,192235.000000,25945.000000
941.961664,0.857947,218303.000000,30277.000000
945.803705,0.846167,236285.000000,33672.000000
949.641615,0.834575,252581.000000,36968.000000
953.475395,0.829474,268843.000000,39813.000000
957.305045,0.822053,284409.000000,42844.000000
961.130565,0.818500,300415.000000,45627.000000
964.951954,0.824770,315812.000000,47278.000000
968.769213,0.826473,331706.000000,49463.000000
972.582341,0.828250,347597.000000,51621.000000
976.391340,0.828964,362603.000000,53761.000000
981.463579,0.832292,381663.000000,56155.000000
985.262940,0.837653,394207.000000,57289.000000
989.058170,0.838254,405268.000000,58815.000000
992.849270,0.841059,414919.000000,59828.000000
996.636240,0.839489,422744.000000,61177.000000
1000.419080,0.838547,429985.000000,62360.000000
1004.197789,0.836000,435731.000000,63565.000000
1007.972367,0.834734,439787.000000,64344.000000
1011.742816,0.832855,442999.000000,65095.000000
1016.763656,0.829237,446147.000000,66106.000000
1020.524467,0.827648,447570.000000,66560.000000
1024.281147,0.822989,448137.000000,67363.000000
1028.033698,0.822701,447447.000000,67304.000000
1031.782118,0.819866,447066.000000,67687.000000
1035.526408,0.817575,446139.000000,67904.000000
1039.266567,0.813872,445335.000000,68362.000000
1043.002596,0.813229,443993.000000,68257.000000
1046.734495,0.810478,441985.000000,68380.000000
1050.462263,0.804707,439703.000000,68937.000000
1055.426196,0.804986,438747.000000,68743.000000
1059.144327,0.803333,437920.000000,68875.000000
1062.858328,0.804062,436828.000000,68588.000000
1066.568198,0.803576,436218.000000,68569.000000
1070.273938,0.804208,437019.000000,68595.000000
1073.975548,0.802152,437923.000000,69063.000000
1077.673027,0.805582,438436.000000,68600.000000
1081.366376,0.806006,439593.000000,68714.000000
1085.055595,0.804920,441201.000000,69138.000000
1089.968128,0.804355,442941.000000,69501.000000
1093.647709,0.802868,445537.000000,70148.000000
1097.323160,0.803608,448116.000000,70434.000000
1100.994481,0.804188,449422.000000,70545.000000
1104.661671,0.807345,451109.000000,70297.000000
