Method:,Column 1,,
Host Date-Time:,21/4/16 @ 7:52:37,,
Header Version:,1,,
System Temp hundredths:,3544,,
Detector Temp hundredths:,3624,,
Humidity hundredths:,3698,,
Lamp PD:,3763,,
Shift Vector Coefficients:,-4.47974,0.0448891,-0.000109265,,
Pixel to Wavelength Coefficients:,1792.1,-0.928226,-0.000229463,,
Serial Number:,5490239,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.722897,0.493935,64701.000000,20748.000000
905.903443,0.418264,80807.000000,30845.000000
909.784033,0.376119,90252.000000,37961.000000
913.660493,0.347994,98832.000000,44351.000000
917.532823,0.343069,108214.000000,49115.000000
921.401023,0.346253,120081.000000,54103.000000
925.265092,0.354440,134618.000000,59520.000000
929.125031,0.362304,152080.000000,66034.000000
932.980840,0.364843,171754.000000,74142.000000
936.832518,0.362500,192235.000000,83432.000000
941.961664,0.349276,218303.000000,97675.000000
945.803705,0.335540,236285.000000,109118.000000
949.641615,0.321929,252581.000000,120357.000000
953.475395,0.312728,268843.000000,130849.000000
957.305045,0.304795,284409.000000,140977.000000
961.130565,0.300604,300415.000000,150355.000000
964.951954,0.296962,315812.000000,159392.000000
968.769213,0.294037,331706.000000,168545.000000
972.582341,0.293547,347597.000000,176819.000000
976.391340,0.293136,362603.000000,184627.000000
981.463579,0.292830,381663.000000,194469.000000
985.262940,0.293231,394207.000000,200675.000000
989.058170,0.291764,405268.000000,207004.000000
992.849270,0.291632,414919.000000,211998.000000
996.636240,0.290593,422744.000000,216513.000000
1000.419080,0.290187,429985.000000,220428.000000
1004.197789,0.289098,435731.000000,223934.000000
1007.972367,0.286502,439787.000000,227374.000000
1011.742816,0.284367,442999.000000,230163.000000
1016.763656,0.283616,446147.000000,232200.000000
1020.524467,0.283380,447570.000000,233067.000000
1024.281147,0.281579,448137.000000,234332.000000
1028.033698,0.280573,447447.000000,234514.000000
1031.782118,0.279348,447066.000000,234976.000000
1035.526408,0.278687,446139.000000,234846.000000
1039.266567,0.277395,445335.000000,235121.000000
1043.002596,0.276512,443993.000000,234890.000000
1046.734495,0.276619,441985.000000,233770.000000
1050.462263,0.275805,439703.000000,232999.000000
1055.426196,0.275539,438747.000000,232635.000000
1059.144327,0.275161,437920.000000,232399.000000
1062.858328,0.275645,436828.000000,231561.000000
1066.568198,0.276807,436218.000000,230620.000000
1070.273938,0.276856,437019.000000,231017.000000
1073.975548,0.276950,437923.000000,231445.000000
1077.673027,0.278129,438436.000000,231088.000000
1081.366376,0.277565,439593.000000,231999.000000
1085.055595,0.278714,441201.000000,232232.000000
1089.968128,0.278344,442941.000000,233347.000000
1093.647709,0.277905,445537.000000,234952.000000
1097.323160,0.278734,448116.000000,235861.000000
