Method:,Column 1,,
Host Date-Time:,18/4/16 @ 16:34:35,,
Header Version:,1,,
System Temp hundredths:,2879,,
Detector Temp hundredths:,2661,,
Humidity hundredths:,2058,,
Lamp PD:,3774,,
Shift Vector Coefficients:,-4.47974,0.0448891,-0.000109265,,
Pixel to Wavelength Coefficients:,1792.1,-0.928226,-0.000229463,,
Serial Number:,5490239,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.722897,0.298587,64701.000000,32533.000000
905.903443,0.219947,80807.000000,48697.000000
909.784033,0.170277,90252.000000,60979.000000
913.660493,0.137975,98832.000000,71932.000000
917.532823,0.129222,108214.000000,80364.000000
921.401023,0.127816,120081.000000,89466.000000
925.265092,0.133174,134618.000000,99067.000000
929.125031,0.137054,152080.000000,110922.000000
932.980840,0.137754,171754.000000,125070.000000
936.832518,0.132837,192235.000000,141578.000000
941.961664,0.118627,218303.000000,166124.000000
945.803705,0.107722,236285.000000,184380.000000
949.641615,0.097137,252581.000000,201959.000000
953.475395,0.089221,268843.000000,218916.000000
957.305045,0.083147,284409.000000,234853.000000
961.130565,0.078982,300415.000000,250461.000000
964.951954,0.076489,315812.000000,264813.000000
968.769213,0.074351,331706.000000,279513.000000
972.582341,0.073543,347597.000000,293449.000000
976.391340,0.071040,362603.000000,307887.000000
981.463579,0.068393,381663.000000,326052.000000
985.262940,0.066853,394207.000000,337965.000000
989.058170,0.064647,405268.000000,349217.000000
992.849270,0.062418,414919.000000,359373.000000
996.636240,0.059967,422744.000000,368223.000000
1000.419080,0.058133,429985.000000,376115.000000
1004.197789,0.055966,435731.000000,383047.000000
1007.972367,0.053411,439787.000000,388894.000000
1011.742816,0.051711,442999.000000,393271.000000
1016.763656,0.049324,446147.000000,398248.000000
1020.524467,0.047018,447570.000000,401646.000000
1024.281147,0.046086,448137.000000,403018.000000
1028.033698,0.043966,447447.000000,404367.000000
1031.782118,0.043194,447066.000000,404741.000000
1035.526408,0.041699,446139.000000,405295.000000
1039.266567,0.041237,445335.000000,404995.000000
1043.002596,0.039952,443993.000000,404971.000000
1046.734495,0.038544,441985.000000,404449.000000
1050.462263,0.037419,439703.000000,403404.000000
1055.426196,0.037437,438747.000000,402510.000000
1059.144327,0.037235,437920.000000,401939.000000
1062.858328,0.036977,436828.000000,401175.000000
1066.568198,0.036775,436218.000000,400801.000000
1070.273938,0.037411,437019.000000,400949.000000
1073.975548,0.037941,437923.000000,401289.000000
1077.673027,0.037708,438436.000000,401974.000000
1081.366376,0.038481,439593.000000,402318.000000
1085.055595,0.038229,441201.000000,404024.000000
1089.968128,0.038071,442941.000000,405765.000000
1093.647709,0.037403,445537.000000,408772.000000
1097.323160,0.037685,448116.000000,410871.000000
1100.994481,0.037701,449422.000000,412053.000000
1104.661671,0.036693,451109.000000,414561.000000
1108.324731,0.036726,453992.000000,417179.000000
1111.983661,0.036375,457203.000000,420469.000000
1115.638460,0.036055,459746.000000,423119.000000
1119.289129,0.035520,461686.000000,425429.000000
1124.150263,0.035589,463762.000000,427274.000000
1127.791294,0.035496,465594.000000,429053.000000
1131.428195,0.035400,467340.000000,430758.000000
1135.060966,0.035570,468769.000000,431906.000000
1138.689607,0.036724,470277.000000,432145.000000
1142.314117,0.037672,471885.000000,432677.000000
1145.934497,0.039283,474025.000000,433030.000000
1149.550746,0.041152,475849.000000,432830.000000
1153.162866,0.042534,477793.000000,433217.000000
1156.770855,0.044701,479500.000000,432601.000000
1161.575081,0.046808,482364.000000,433079.000000
1165.173433,0.049041,485131.000000,433329.000000
1168.767654,0.051006,488511.000000,434379.000000
1172.357745,0.053137,491250.000000,434676.000000
1175.943705,0.055059,494537.000000,435652.000000
1179.525536,0.057263,498615.000000,437021.000000
1183.103235,0.059937,504468.000000,439437.000000
1186.676805,0.063069,510422.000000,441429.000000
1190.246244,0.065873,516637.000000,443928.000000
1194.999071,0.070429,526142.000000,447377.000000
1198.558873,0.073112,533671.000000,450984.000000
1202.114544,0.075755,540939.000000,454353.000000
1205.666086,0.077837,548916.000000,458848.000000
1209.213496,0.079643,558110.000000,464597.000000
1212.756777,0.081718,566953.000000,469709.000000
1216.295927,0.082381,575650.000000,476187.000000
1219.830947,0.082232,584869.000000,483979.000000
1223.361836,0.081024,595021.000000,493751.000000
1226.888595,0.078372,604954.000000,505068.000000
1231.584516,0.074499,617050.000000,519782.000000
1235.101637,0.070874,626559.000000,532216.000000
1238.614629,0.068295,636932.000000,544250.000000
1242.123490,0.065322,647247.000000,556863.000000
1245.628220,0.063419,655372.000000,566329.000000
1249.128821,0.061438,664642.000000,576965.000000
1252.625291,0.059827,674555.000000,587747.000000
1256.117630,0.058840,684692.000000,597937.000000
1259.605840,0.057365,692978.000000,607232.000000
1264.250361,0.057137,706063.000000,619023.000000
1267.728933,0.056317,716021.000000,628939.000000
1271.203374,0.055867,725552.000000,637972.000000
1274.673686,0.054212,734127.000000,647977.000000
1278.139867,0.053359,742906.000000,657015.000000
1281.601917,0.052386,750480.000000,665201.000000
1285.059838,0.051423,757621.000000,673021.000000
1288.513627,0.050279,764167.000000,680627.000000
1291.963287,0.049361,771928.000000,688994.000000
1296.556408,0.048077,779372.000000,697699.000000
1299.996431,0.047403,783046.000000,702077.000000
1303.432322,0.046483,787236.000000,707330.000000
1306.864084,0.045777,792393.000000,713121.000000
1310.291715,0.045180,796376.000000,717692.000000
1313.715216,0.044579,798307.000000,720429.000000
1317.134587,0.044703,801175.000000,722810.000000
1320.549827,0.044903,804861.000000,725801.000000
1323.960937,0.044735,807833.000000,728764.000000
1327.367917,0.045009,809608.000000,729904.000000
1331.904131,0.046158,811327.000000,729521.000000
1335.301473,0.046822,812775.000000,729706.000000
1338.694685,0.047724,813544.000000,728882.000000
1342.083767,0.048761,812602.000000,726302.000000
1345.468718,0.049879,811826.000000,723743.000000
1348.849539,0.051449,811585.000000,720916.000000
1352.226229,0.052914,810158.000000,717225.000000
1355.598789,0.054512,807876.000000,712578.000000
1358.967219,0.056277,805252.000000,707384.000000
1363.452034,0.059799,804229.000000,700778.000000
1366.810826,0.062175,803029.000000,695915.000000
1370.165488,0.064967,801212.000000,689891.000000
1373.516020,0.067403,799981.000000,684978.000000
1376.862422,0.069825,798624.000000,680014.000000
1380.204693,0.071979,795747.000000,674212.000000
1383.542834,0.074586,792504.000000,667445.000000
1386.876844,0.077880,790222.000000,660494.000000
1390.206724,0.081940,788607.000000,653011.000000
1393.532474,0.086525,785518.000000,643623.000000
1397.960382,0.093429,779920.000000,628957.000000
1401.276494,0.099058,776342.000000,618010.000000
1404.588477,0.105912,773563.000000,606155.000000
1407.896328,0.113302,769684.000000,592939.000000
1411.200050,0.121818,765635.000000,578367.000000
1414.499641,0.130953,762767.000000,564207.000000
1417.795101,0.141123,760810.000000,549735.000000
1421.086432,0.151646,758503.000000,534948.000000
1424.373632,0.162068,755935.000000,520495.000000
1428.750140,0.175775,753840.000000,502926.000000
1432.027703,0.185488,752941.000000,491216.000000
1435.301135,0.194247,751451.000000,480456.000000
1438.570437,0.202228,750582.000000,471162.000000
1441.835609,0.209185,749740.000000,463154.000000
1445.096650,0.214948,748245.000000,456138.000000
1448.353561,0.220405,747231.000000,449831.000000
1451.606342,0.223847,746115.000000,445614.000000
1454.854992,0.227259,743794.000000,440751.000000
1459.180101,0.230910,741747.000000,435859.000000
1462.419114,0.232785,739561.000000,432702.000000
1465.653997,0.233408,736862.000000,430505.000000
1468.884749,0.234432,734038.000000,427845.000000
1472.111371,0.234142,730885.000000,426292.000000
1475.333862,0.233621,727271.000000,424693.000000
1478.552224,0.232732,723938.000000,423613.000000
1481.766455,0.231896,721040.000000,422730.000000
1484.976555,0.230826,717684.000000,421801.000000
1488.182525,0.229762,713601.000000,420430.000000
1492.450728,0.227649,708541.000000,419485.000000
1495.647060,0.225505,704632.000000,419235.000000
1498.839263,0.224493,700712.000000,417875.000000
1502.027335,0.222262,695967.000000,417183.000000
1505.211277,0.220693,691038.000000,415728.000000
1508.391088,0.219317,686052.000000,414038.000000
1511.566770,0.217889,680877.000000,412268.000000
1514.738321,0.215427,675427.000000,411293.000000
1517.905741,0.213378,670152.000000,410011.000000
1522.122544,0.211255,662097.000000,407068.000000
1525.280327,0.209670,656403.000000,405042.000000
1528.433979,0.208212,650810.000000,402942.000000
1531.583502,0.207179,644842.000000,400197.000000
1534.728894,0.205911,638224.000000,397248.000000
1537.870156,0.204499,631155.000000,394128.000000
1541.007287,0.203753,625001.000000,390956.000000
1544.140289,0.203155,618097.000000,387170.000000
1547.269159,0.201692,610689.000000,383820.000000
1550.393900,0.201717,602954.000000,378937.000000
1554.553796,0.199747,592300.000000,373934.000000
1557.668899,0.199434,584592.000000,369334.000000
1560.779871,0.198018,576368.000000,365327.000000
1563.886714,0.197298,568025.000000,360636.000000
1566.989426,0.196413,559352.000000,355854.000000
1570.088008,0.196108,550305.000000,350345.000000
1573.182459,0.196001,541598.000000,344886.000000
1576.272780,0.194749,532727.000000,340217.000000
1579.358971,0.194146,523890.000000,335038.000000
1583.467467,0.192865,510646.000000,327533.000000
1586.544020,0.191804,501212.000000,322268.000000
1589.616443,0.190733,492392.000000,317379.000000
1592.684736,0.189796,482586.000000,311730.000000
1595.748898,0.188648,472996.000000,306344.000000
1598.808930,0.186713,462978.000000,301195.000000
1601.864832,0.184707,453381.000000,296317.000000
1604.916603,0.183290,443779.000000,290989.000000
1607.964244,0.180536,433789.000000,286248.000000
1612.021341,0.177982,420216.000000,278927.000000
1615.059344,0.175466,409971.000000,273708.000000
1618.093218,0.173365,400631.000000,268769.000000
1621.122961,0.171327,390490.000000,263198.000000
1624.148573,0.170170,380379.000000,257067.000000
1627.170055,0.167527,370204.000000,251718.000000
1630.187407,0.165558,360433.000000,246188.000000
1633.200629,0.163760,350418.000000,240340.000000
1636.209720,0.161887,340597.000000,234614.000000
1639.214681,0.161023,330782.000000,228307.000000
1643.214871,0.158225,317788.000000,220756.000000
1646.210195,0.155844,307687.000000,214914.000000
1649.201388,0.153348,297078.000000,208700.000000
1652.188451,0.152037,287199.000000,202370.000000
1655.171383,0.150082,276866.000000,195969.000000
1658.150185,0.147645,265166.000000,188744.000000
1661.124857,0.144974,252362.000000,180738.000000
1664.095399,0.141395,238503.000000,172226.000000
1667.061810,0.137441,222332.000000,162017.000000
