Method:,Column 1,,
Host Date-Time:,18/4/16 @ 16:50:46,,
Header Version:,1,,
System Temp hundredths:,3315,,
Detector Temp hundredths:,3111,,
Humidity hundredths:,1283,,
Lamp PD:,3767,,
Shift Vector Coefficients:,-4.47974,0.0448891,-0.000109265,,
Pixel to Wavelength Coefficients:,1792.1,-0.928226,-0.000229463,,
Serial Number:,5490239,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.722897,0.513523,64701.000000,19833.000000
905.903443,0.426078,80807.000000,30295.000000
909.784033,0.378206,90252.000000,37779.000000
913.660493,0.342903,98832.000000,44874.000000
917.532823,0.333640,108214.000000,50193.000000
921.401023,0.334610,120081.000000,55573.000000
925.265092,0.345450,134618.000000,60765.000000
929.125031,0.354496,152080.000000,67232.000000
932.980840,0.354419,171754.000000,75943.000000
936.832518,0.348935,192235.000000,86079.000000
941.961664,0.339733,218303.000000,99845.000000
945.803705,0.329524,236285.000000,110640.000000
949.641615,0.319346,252581.000000,121075.000000
953.475395,0.313280,268843.000000,130683.000000
957.305045,0.308716,284409.000000,139710.000000
961.130565,0.305899,300415.000000,148533.000000
964.951954,0.306140,315812.000000,156059.000000
968.769213,0.308582,331706.000000,162994.000000
972.582341,0.310185,347597.000000,170173.000000
976.391340,0.310904,362603.000000,177226.000000
981.463579,0.313788,381663.000000,185307.000000
985.262940,0.314757,394207.000000,190971.000000
989.058170,0.314623,405268.000000,196390.000000
992.849270,0.315516,414919.000000,200654.000000
996.636240,0.314402,422744.000000,204963.000000
1000.419080,0.313205,429985.000000,209049.000000
1004.197789,0.313487,435731.000000,211705.000000
1007.972367,0.310941,439787.000000,214932.000000
1011.742816,0.309535,442999.000000,217204.000000
1016.763656,0.309129,446147.000000,218952.000000
1020.524467,0.306834,447570.000000,220814.000000
1024.281147,0.306396,448137.000000,221317.000000
1028.033698,0.304876,447447.000000,221751.000000
1031.782118,0.304741,447066.000000,221631.000000
1035.526408,0.302986,446139.000000,222067.000000
1039.266567,0.302954,445335.000000,221683.000000
1043.002596,0.301123,443993.000000,221949.000000
1046.734495,0.300575,441985.000000,221224.000000
1050.462263,0.300125,439703.000000,220310.000000
1055.426196,0.298693,438747.000000,220557.000000
1059.144327,0.298240,437920.000000,220371.000000
1062.858328,0.299020,436828.000000,219427.000000
1066.568198,0.298685,436218.000000,219290.000000
1070.273938,0.299155,437019.000000,219455.000000
1073.975548,0.299271,437923.000000,219850.000000
1077.673027,0.299067,438436.000000,220211.000000
1081.366376,0.299154,439593.000000,220748.000000
1085.055595,0.299851,441201.000000,221200.000000
1089.968128,0.298029,442941.000000,223006.000000
1093.647709,0.297787,445537.000000,224438.000000
1097.323160,0.297717,448116.000000,225774.000000
1100.994481,0.297193,449422.000000,226705.000000
1104.661671,0.297249,451109.000000,227527.000000
1108.324731,0.297353,453992.000000,228926.000000
1111.983661,0.296956,457203.000000,230756.000000
1115.638460,0.295774,459746.000000,232672.000000
1119.289129,0.296291,461686.000000,233376.000000
1124.150263,0.295732,463762.000000,234727.000000
1127.791294,0.296018,465594.000000,235499.000000
1131.428195,0.296633,467340.000000,236048.000000
1135.060966,0.296818,468769.000000,236669.000000
1138.689607,0.299318,470277.000000,236067.000000
1142.314117,0.303697,471885.000000,234498.000000
1145.934497,0.307414,474025.000000,233554.000000
1149.550746,0.311332,475849.000000,232347.000000
1153.162866,0.317729,477793.000000,229885.000000
1156.770855,0.323674,479500.000000,227570.000000
1161.575081,0.330591,482364.000000,225312.000000
1165.173433,0.336253,485131.000000,223669.000000
1168.767654,0.343071,488511.000000,221719.000000
1172.357745,0.349263,491250.000000,219806.000000
1175.943705,0.354594,494537.000000,218577.000000
1179.525536,0.361588,498615.000000,216859.000000
1183.103235,0.366832,504468.000000,216771.000000
1186.676805,0.373661,510422.000000,215908.000000
1190.246244,0.378983,516637.000000,215875.000000
1194.999071,0.385577,526142.000000,216534.000000
1198.558873,0.390632,533671.000000,217091.000000
1202.114544,0.393617,540939.000000,218540.000000
1205.666086,0.395865,548916.000000,220618.000000
1209.213496,0.398138,558110.000000,223142.000000
1212.756777,0.399198,566953.000000,226125.000000
1216.295927,0.400221,575650.000000,229054.000000
1219.830947,0.397548,584869.000000,234159.000000
1223.361836,0.395424,595021.000000,239391.000000
1226.888595,0.391551,604954.000000,245568.000000
1231.584516,0.386394,617050.000000,253470.000000
1235.101637,0.381818,626559.000000,260102.000000
1238.614629,0.378313,636932.000000,266551.000000
1242.123490,0.375226,647247.000000,272800.000000
1245.628220,0.372452,655372.000000,277994.000000
1249.128821,0.370176,664642.000000,283408.000000
1252.625291,0.368237,674555.000000,288922.000000
1256.117630,0.366881,684692.000000,294181.000000
1259.605840,0.366375,692978.000000,298088.000000
1264.250361,0.365971,706063.000000,303999.000000
1267.728933,0.365713,716021.000000,308470.000000
1271.203374,0.365499,725552.000000,312730.000000
1274.673686,0.364857,734127.000000,316894.000000
1278.139867,0.363793,742906.000000,321470.000000
1281.601917,0.363461,750480.000000,324996.000000
1285.059838,0.362549,757621.000000,328778.000000
1288.513627,0.361538,764167.000000,332392.000000
1291.963287,0.361547,771928.000000,335761.000000
1296.556408,0.359819,779372.000000,340350.000000
1299.996431,0.359601,783046.000000,342126.000000
1303.432322,0.359170,787236.000000,344298.000000
1306.864084,0.358221,792393.000000,347312.000000
1310.291715,0.358064,796376.000000,349184.000000
1313.715216,0.358503,798307.000000,349677.000000
1317.134587,0.359621,801175.000000,350031.000000
1320.549827,0.360029,804861.000000,351311.000000
1323.960937,0.362173,807833.000000,350872.000000
1327.367917,0.363763,809608.000000,350358.000000
1331.904131,0.367224,811327.000000,348315.000000
1335.301473,0.370755,812775.000000,346111.000000
1338.694685,0.373819,813544.000000,344003.000000
1342.083767,0.377553,812602.000000,340663.000000
1345.468718,0.382150,811826.000000,336754.000000
1348.849539,0.387555,811585.000000,332490.000000
1352.226229,0.391542,810158.000000,328873.000000
1355.598789,0.396788,807876.000000,324009.000000
1358.967219,0.401863,805252.000000,319204.000000
1363.452034,0.409286,804229.000000,313396.000000
1366.810826,0.415206,803029.000000,308692.000000
1370.165488,0.420316,801212.000000,304391.000000
1373.516020,0.426473,799981.000000,299645.000000
1376.862422,0.432073,798624.000000,295304.000000
1380.204693,0.436913,795747.000000,290979.000000
1383.542834,0.441607,792504.000000,286678.000000
1386.876844,0.448221,790222.000000,281532.000000
1390.206724,0.456804,788607.000000,275459.000000
1393.532474,0.465766,785518.000000,268776.000000
1397.960382,0.479532,779920.000000,258534.000000
1401.276494,0.491467,776342.000000,250372.000000
1404.588477,0.503664,773563.000000,242567.000000
1407.896328,0.516701,769684.000000,234213.000000
1411.200050,0.530943,765635.000000,225465.000000
1414.499641,0.545140,762767.000000,217396.000000
1417.795101,0.561847,760810.000000,208655.000000
1421.086432,0.578170,758503.000000,200349.000000
1424.373632,0.593260,755935.000000,192852.000000
1428.750140,0.613201,753840.000000,183687.000000
1432.027703,0.626312,752941.000000,178012.000000
1435.301135,0.636176,751451.000000,173670.000000
1438.570437,0.646474,750582.000000,169404.000000
1441.835609,0.656202,749740.000000,165466.000000
1445.096650,0.662840,748245.000000,162631.000000
1448.353561,0.668177,747231.000000,160427.000000
1451.606342,0.672492,746115.000000,158604.000000
1454.854992,0.674738,743794.000000,157295.000000
1459.180101,0.678132,741747.000000,155641.000000
1462.419114,0.682023,739561.000000,153798.000000
1465.653997,0.682805,736862.000000,152961.000000
1468.884749,0.683176,734038.000000,152245.000000
1472.111371,0.684007,730885.000000,151301.000000
1475.333862,0.685562,727271.000000,150015.000000
1478.552224,0.684488,723938.000000,149697.000000
1481.766455,0.684691,721040.000000,149028.000000
1484.976555,0.685126,717684.000000,148186.000000
1488.182525,0.683220,713601.000000,147991.000000
1492.450728,0.682097,708541.000000,147322.000000
1495.647060,0.680707,704632.000000,146979.000000
1498.839263,0.680185,700712.000000,146337.000000
1502.027335,0.680230,695967.000000,145331.000000
1505.211277,0.680868,691038.000000,144090.000000
1508.391088,0.678157,686052.000000,143946.000000
1511.566770,0.675836,680877.000000,143626.000000
1514.738321,0.675106,675427.000000,142716.000000
1517.905741,0.673796,670152.000000,142029.000000
1522.122544,0.672032,662097.000000,140893.000000
1525.280327,0.670485,656403.000000,140180.000000
1528.433979,0.669145,650810.000000,139415.000000
1531.583502,0.666529,644842.000000,138971.000000
1534.728894,0.663580,638224.000000,138482.000000
1537.870156,0.663879,631155.000000,136854.000000
1541.007287,0.663522,625001.000000,135631.000000
1544.140289,0.663780,618097.000000,134053.000000
1547.269159,0.661045,610689.000000,133283.000000
1550.393900,0.659914,602954.000000,131938.000000
1554.553796,0.659773,592300.000000,129649.000000
1557.668899,0.656802,584592.000000,128840.000000
1560.779871,0.656319,576368.000000,127169.000000
1563.886714,0.655703,568025.000000,125506.000000
1566.989426,0.654533,559352.000000,123923.000000
1570.088008,0.652666,550305.000000,122444.000000
1573.182459,0.652996,541598.000000,120415.000000
1576.272780,0.652662,532727.000000,118534.000000
1579.358971,0.650598,523890.000000,117123.000000
1583.467467,0.650770,510646.000000,114117.000000
1586.544020,0.648811,501212.000000,112515.000000
1589.616443,0.647814,492392.000000,110789.000000
1592.684736,0.647209,482586.000000,108734.000000
1595.748898,0.642497,472996.000000,107736.000000
1598.808930,0.640443,462978.000000,105954.000000
1601.864832,0.638946,453381.000000,104116.000000
1604.916603,0.637206,443779.000000,102320.000000
1607.964244,0.635813,433789.000000,100338.000000
1612.021341,0.631392,420216.000000,98193.000000
1615.059344,0.625664,409971.000000,97071.000000
1618.093218,0.625222,400631.000000,94956.000000
1621.122961,0.622334,390490.000000,93170.000000
1624.148573,0.620241,380379.000000,91196.000000
1627.170055,0.616657,370204.000000,89492.000000
1630.187407,0.613805,360433.000000,87704.000000
1633.200629,0.614213,350418.000000,85187.000000
1636.209720,0.609899,340597.000000,83626.000000
1639.214681,0.607006,330782.000000,81759.000000
1643.214871,0.601503,317788.000000,79549.000000
1646.210195,0.599211,307687.000000,77428.000000
1649.201388,0.599794,297078.000000,74658.000000
1652.188451,0.597204,287199.000000,72607.000000
1655.171383,0.593244,276866.000000,70636.000000
1658.150185,0.586827,265166.000000,68658.000000
1661.124857,0.581048,252362.000000,66218.000000
1664.095399,0.574850,238503.000000,63481.000000
1667.061810,0.567211,222332.000000,60227.000000
1671.010600,0.546209,197141.000000,56049.000000
1673.967374,0.533235,175847.000000,51511.000000
1676.920017,0.512305,154167.000000,47390.000000
1679.868531,0.492668,132946.000000,42757.000000
1682.812913,0.480399,113053.000000,37401.000000
1685.753166,0.471700,95698.000000,32300.000000
1688.689288,0.472824,80645.000000,27149.000000
1691.621280,0.468047,68011.000000,23149.000000
1694.549141,0.489741,57785.000000,18710.000000
1697.472873,0.490842,49231.000000,15900.000000
1701.364756,0.507321,40194.000000,12498.000000
