Method:,Column 1,,
Host Date-Time:,18/4/16 @ 16:47:47,,
Header Version:,1,,
System Temp hundredths:,3274,,
Detector Temp hundredths:,3050,,
Humidity hundredths:,1331,,
Lamp PD:,3768,,
Shift Vector Coefficients:,-4.47974,0.0448891,-0.000109265,,
Pixel to Wavelength Coefficients:,1792.1,-0.928226,-0.000229463,,
Serial Number:,5490239,,
Scan Config Name:,Column 1,,
Scan Config Type:,2,,
Start wavelength in nm:,900,,
End wavelength in nm:,1700,,
Pattern Pixel Width:,6,,
Number of Measurement points:,228,,
Num Repeats:,6,,
PGA Gain:,64,,
Total Measurement Time (s):,2,,
Wavelength (nm),Absorbance (AU),Reference Signal (unitless),Sample Signal (unitless)
900.722897,0.344666,64701.000000,29258.000000
905.903443,0.269040,80807.000000,43492.000000
909.784033,0.221498,90252.000000,54195.000000
913.660493,0.191406,98832.000000,63605.000000
917.532823,0.177301,108214.000000,71942.000000
921.401023,0.181029,120081.000000,79149.000000
925.265092,0.185495,134618.000000,87823.000000
929.125031,0.190023,152080.000000,98186.000000
932.980840,0.192710,171754.000000,110204.000000
936.832518,0.188729,192235.000000,124481.000000
941.961664,0.173723,218303.000000,146331.000000
945.803705,0.162866,236285.000000,162394.000000
949.641615,0.151437,252581.000000,178223.000000
953.475395,0.141764,268843.000000,193970.000000
957.305045,0.134348,284409.000000,208735.000000
961.130565,0.130493,300415.000000,222448.000000
964.951954,0.127482,315812.000000,235476.000000
968.769213,0.125039,331706.000000,248722.000000
972.582341,0.123196,347597.000000,261746.000000
976.391340,0.121104,362603.000000,274364.000000
981.463579,0.119946,381663.000000,289557.000000
985.262940,0.116923,394207.000000,301163.000000
989.058170,0.115320,405268.000000,310758.000000
992.849270,0.113301,414919.000000,319641.000000
996.636240,0.110917,422744.000000,327462.000000
1000.419080,0.107766,429985.000000,335496.000000
1004.197789,0.105867,435731.000000,341469.000000
1007.972367,0.104057,439787.000000,346087.000000
1011.742816,0.101674,442999.000000,350533.000000
1016.763656,0.099589,446147.000000,354723.000000
1020.524467,0.097847,447570.000000,357284.000000
1024.281147,0.097036,448137.000000,358406.000000
1028.033698,0.095230,447447.000000,359345.000000
1031.782118,0.094385,447066.000000,359738.000000
1035.526408,0.093048,446139.000000,360099.000000
1039.266567,0.092337,445335.000000,360039.000000
1043.002596,0.090684,443993.000000,360323.000000
1046.734495,0.089918,441985.000000,359327.000000
1050.462263,0.089198,439703.000000,358065.000000
1055.426196,0.088853,438747.000000,357570.000000
1059.144327,0.088992,437920.000000,356782.000000
1062.858328,0.088895,436828.000000,355972.000000
1066.568198,0.089708,436218.000000,354810.000000
1070.273938,0.090044,437019.000000,355186.000000
1073.975548,0.089971,437923.000000,355981.000000
1077.673027,0.089830,438436.000000,356514.000000
1081.366376,0.090664,439593.000000,356769.000000
1085.055595,0.090723,441201.000000,358025.000000
1089.968128,0.090258,442941.000000,359822.000000
1093.647709,0.090747,445537.000000,361524.000000
1097.323160,0.090056,448116.000000,364195.000000
1100.994481,0.090458,449422.000000,364919.000000
1104.661671,0.090037,451109.000000,366644.000000
1108.324731,0.090144,453992.000000,368896.000000
1111.983661,0.089991,457203.000000,371636.000000
1115.638460,0.089818,459746.000000,373852.000000
1119.289129,0.089670,461686.000000,375558.000000
1124.150263,0.089323,463762.000000,377548.000000
1127.791294,0.089381,465594.000000,378989.000000
1131.428195,0.089769,467340.000000,380070.000000
1135.060966,0.090482,468769.000000,380607.000000
1138.689607,0.091791,470277.000000,380682.000000
1142.314117,0.094357,471885.000000,379734.000000
1145.934497,0.096292,474025.000000,379760.000000
1149.550746,0.099014,475849.000000,378839.000000
1153.162866,0.102523,477793.000000,377326.000000
1156.770855,0.105867,479500.000000,375770.000000
1161.575081,0.110933,482364.000000,373630.000000
1165.173433,0.114840,485131.000000,372408.000000
1168.767654,0.118704,488511.000000,371681.000000
1172.357745,0.122772,491250.000000,370280.000000
1175.943705,0.126069,494537.000000,369939.000000
1179.525536,0.129152,498615.000000,370351.000000
1183.103235,0.132235,504468.000000,372048.000000
1186.676805,0.136502,510422.000000,372758.000000
1190.246244,0.141147,516637.000000,373283.000000
1194.999071,0.147147,526142.000000,374935.000000
1198.558873,0.150966,533671.000000,376971.000000
1202.114544,0.154840,540939.000000,378711.000000
1205.666086,0.157894,548916.000000,381603.000000
1209.213496,0.161168,558110.000000,385081.000000
1212.756777,0.163476,566953.000000,389109.000000
1216.295927,0.164732,575650.000000,393937.000000
1219.830947,0.164273,584869.000000,400669.000000
1223.361836,0.161844,595021.000000,409910.000000
1226.888595,0.157497,604954.000000,420945.000000
