900.722897,-0.002103
905.903443,-0.001641
909.784033,-0.001508
913.660493,-0.00227
917.532823,0.001089
921.401023,0.002761
925.265092,0.00255
929.125031,0.004391
932.98084,0.004159
936.832518,0.003518
941.961664,0.003554
945.803705,0.00382
949.641615,0.0056
953.475395,0.009244
957.305045,0.011026
961.130565,0.012012
964.951954,0.012773
968.769213,0.01391
972.582341,0.016522
976.39134,0.020097
981.463579,0.026237
985.26294,0.028009
989.05817,0.026554
992.84927,0.023125
996.63624,0.020391
1000.41908,0.018844
1004.197789,0.018756
1007.972367,0.018732
1011.742816,0.01821
1016.763656,0.018358
1020.524467,0.017956
1024.281147,0.018081
1028.033698,0.017372
1031.782118,0.017571
1035.526408,0.016854
1039.266567,0.016128
1043.002596,0.015477
1046.734495,0.014682
1050.462263,0.01418
1055.426196,0.013289
1059.144327,0.01306
1062.858328,0.012647
1066.568198,0.012267
1070.273938,0.012067
1073.975548,0.01175
1077.673027,0.010906
1081.366376,0.010791
1085.055595,0.010318
1089.968128,0.009895
1093.647709,0.009214
1097.32316,0.009336
1100.994481,0.008465
1104.661671,0.0079
1108.324731,0.007303
1111.983661,0.007228
1115.63846,0.006638
1119.289129,0.007279
1124.150263,0.007214
1127.791294,0.008043
1131.428195,0.009349
1135.060966,0.011096
1138.689607,0.01304
1142.314117,0.015773
1145.934497,0.018312
1149.550746,0.021106
1153.162866,0.024483
1156.770855,0.028273
1161.575081,0.034059
1165.173433,0.037945
1168.767654,0.041416
1172.357745,0.044699
1175.943705,0.048674
1179.525536,0.052838
1183.103235,0.057542
1186.676805,0.062869
1190.246244,0.067081
1194.999071,0.071151
1198.558873,0.073083
1202.114544,0.074209
1205.666086,0.075628
1209.213496,0.077636
1212.756777,0.079214
1216.295927,0.079022
1219.830947,0.076799
1223.361836,0.074266
1226.888595,0.070515
1231.584516,0.066269
1235.101637,0.064018
1238.614629,0.062892
1242.12349,0.063011
1245.62822,0.062581
1249.128821,0.062426
1252.625291,0.062206
1256.11763,0.062626
1259.60584,0.062461
1264.250361,0.062747
1267.728933,0.06336
1271.203374,0.064125
1274.673686,0.064195
1278.139867,0.064552
1281.601917,0.063981
1285.059838,0.063262
1288.513627,0.062744
1291.963287,0.061804
1296.556408,0.061491
1299.996431,0.061691
1303.432322,0.061488
1306.864084,0.061698
1310.291715,0.062366
1313.715216,0.063692
1317.134587,0.064881
1320.549827,0.066472
1323.960937,0.067816
1327.367917,0.069802
1331.904131,0.073053
1335.301473,0.075667
1338.694685,0.078532
1342.083767,0.081865
1345.468718,0.085974
1348.849539,0.090797
1352.226229,0.095964
1355.598789,0.101663
1358.967219,0.108461
1363.452034,0.118268
1366.810826,0.125094
1370.165488,0.132313
1373.51602,0.139996
1376.862422,0.149248
1380.204693,0.15872
1383.542834,0.169163
1386.876844,0.180867
1390.206724,0.195534
1393.532474,0.211647
1397.960382,0.228709
1401.276494,0.236261
1404.588477,0.239543
1407.896328,0.243654
1411.20005,0.249104
1414.499641,0.256493
1417.795101,0.264961
1421.086432,0.274324
1424.373632,0.285892
1428.75014,0.306092
1432.027703,0.32642
1435.301135,0.345468
1438.570437,0.355823
1441.835609,0.352883
1445.09665,0.341039
1448.353561,0.328124
1451.606342,0.319733
1454.854992,0.314447
1459.180101,0.313749
1462.419114,0.31521
1465.653997,0.316824
1468.884749,0.31947
1472.111371,0.321568
1475.333862,0.325125
1478.552224,0.326696
1481.766455,0.32861
1484.976555,0.329412
1488.182525,0.330925
1492.450728,0.331867
1495.64706,0.332959
1498.839263,0.333226
1502.027335,0.333412
1505.211277,0.333042
1508.391088,0.332946
1511.56677,0.332578
1514.738321,0.332634
1517.905741,0.332385
1522.122544,0.332511
1525.280327,0.331404
1528.433979,0.331274
1531.583502,0.330068
1534.728894,0.328811
1537.870156,0.327868
1541.007287,0.326866
1544.140289,0.325449
1547.269159,0.324619
1550.3939,0.324151
1554.553796,0.324035
1557.668899,0.324971
1560.779871,0.325735
1563.886714,0.327487
1566.989426,0.328703
1570.088008,0.33029
1573.182459,0.331481
1576.27278,0.332146
1579.358971,0.332962
1583.467467,0.333894
1586.54402,0.333255
1589.616443,0.333094
1592.684736,0.330675
1595.748898,0.328641
1598.80893,0.325706
1601.864832,0.321672
1604.916603,0.318659
1607.964244,0.31502
1612.021341,0.310107
1615.059344,0.307079
1618.093218,0.304127
1621.122961,0.301315
1624.148573,0.297928
1627.170055,0.295709
1630.187407,0.293252
1633.200629,0.290345
1636.20972,0.288355
1639.214681,0.287133
1643.214871,0.284761
1646.210195,0.283005
1649.201388,0.281917
1652.188451,0.27862
1655.171383,0.278277
1658.150185,0.275897
1661.124857,0.275331
1664.095399,0.27343
1667.06181,0.271689
1671.0106,0.270899
1673.967374,0.26851
1676.920017,0.268208
1679.868531,0.273446
1682.812913,0.281555
1685.753166,0.292786
1688.689288,0.297186
1691.62128,0.303855
1694.549141,0.291611
1697.472873,0.297524
1701.364756,0.295106
